"X","Occupancy","DmgFnId","Source","Description","depth","damage","depth_m","Floors","Basement","salt_water","duration","foundation","fema_zone"
1078,"AGR1","466","USACE - New Orleans","veterinary office, contents, fresh water, short duration",0,0,0,NA,0,"fresh","short",NA,NA
1079,"AGR1","465","USACE - New Orleans","veterinary office, contents, salt water, long duration",0,0,0,NA,0,"salt","long",NA,NA
1080,"AGR1","616","USACE - Galveston","average agriculture, structure",0,0,0,NA,0,NA,NA,NA,NA
1081,"AGR1","617","USACE - Galveston","horse stalls, structure",0,0,0,NA,0,NA,NA,NA,NA
1082,"AGR1","460","USACE - Galveston","average agriculture, contents (equipment/inventory)",0,0.06,0,NA,0,NA,NA,NA,NA
1083,"AGR1","464","USACE - Galveston","veterinary clinic, contents (equipment)",0,0.25,0,NA,0,NA,NA,NA,NA
1084,"AGR1","620","USACE - New Orleans","veterinary office, structure, salt water, short duration",0,0,0,NA,0,"salt","short",NA,NA
1085,"AGR1","116","USACE - Galveston","agriculture/dairy processing, inventory",0,0,0,NA,0,NA,NA,NA,NA
1086,"AGR1","618","USACE - Galveston","veterinary clinic, structure",0,0,0,NA,0,NA,NA,NA,NA
1087,"AGR1","619","USACE - New Orleans","veterinary office, structure, salt water, long duration",0,0,0,NA,0,"salt","long",NA,NA
1088,"AGR1","461","USACE - Galveston","dairy processing, contents (equipment)",0,0,0,NA,0,NA,NA,NA,NA
1089,"AGR1","623","USACE - New Orleans","veterinary office, structure, composite water & duration",0,0,0,NA,0,NA,NA,NA,NA
1090,"AGR1","463","USACE - Galveston","horse stalls, contents (equipment)",0,0,0,NA,0,NA,NA,NA,NA
1091,"AGR1","462","USACE - Galveston","dairy processing, contents (inventory)",0,0,0,NA,0,NA,NA,NA,NA
1092,"AGR1","622","USACE - New Orleans","veterinary office, structure, fresh water, short duration",0,0,0,NA,0,"fresh","short",NA,NA
1093,"AGR1","621","USACE - New Orleans","veterinary office, structure, fresh water, long duration",0,0,0,NA,0,"fresh","long",NA,NA
1094,"REL1","630","USACE - Wilmington","church, structure",0,0.12,0,NA,0,NA,NA,NA,NA
1095,"REL1","625","USACE - New Orleans","civic association, structure, salt water, long duration",0,0,0,NA,0,"salt","long",NA,NA
1096,"REL1","468","USACE - Galveston","church, contents (equipment)",0,0.1,0,NA,0,NA,NA,NA,NA
1097,"REL1","629","USACE - New Orleans","civic association, structure, composite water & duration",0,0,0,NA,0,NA,NA,NA,NA
1098,"REL1","624","USACE - Galveston","church, structure",0,0,0,NA,0,NA,NA,NA,NA
1099,"REL1","467","USACE - Galveston","church, contents",0,0.1,0,NA,0,NA,NA,NA,NA
1100,"REL1","626","USACE - New Orleans","civic association, structure, salt water, short duration",0,0,0,NA,0,"salt","short",NA,NA
1101,"REL1","627","USACE - New Orleans","civic association, structure, fresh water, long duration",0,0,0,NA,0,"fresh","long",NA,NA
1102,"REL1","471","USACE - New Orleans","civic association, contents, fresh water, short duration",0,0,0,NA,0,"fresh","short",NA,NA
1103,"REL1","469","USACE - Galveston","church, contents (inventory)",0,0.1,0,NA,0,NA,NA,NA,NA
1104,"REL1","628","USACE - New Orleans","civic association, structure, fresh water, short duration",0,0,0,NA,0,"fresh","short",NA,NA
1105,"REL1","470","USACE - New Orleans","civic association, contents, salt water, long duration",0,0,0,NA,0,"salt","long",NA,NA
1106,"GOV1","475","USACE - New Orleans","government facility, contents, salt water, long duration",0,0,0,NA,0,"salt","long",NA,NA
1107,"GOV1","474","USACE - Galveston","post office, contents (equipment)",0,0,0,NA,0,NA,NA,NA,NA
1108,"GOV1","639","USACE - Wilmington","post office, structure",0,0.05,0,NA,0,NA,NA,NA,NA
1109,"GOV1","632","USACE - Galveston","city hall, structure",0,0,0,NA,0,NA,NA,NA,NA
1110,"GOV1","639","USACE - Wilmington","post office, structure",0,0.05,0,NA,0,NA,NA,NA,NA
1111,"GOV1","473","USACE - Galveston","city hall, contents (equipment)",0,0,0,NA,0,NA,NA,NA,NA
1112,"GOV1","476","USACE - New Orleans","government facility, contents, fresh water, short duration",0,0,0,NA,0,"fresh","short",NA,NA
1113,"GOV1","635","USACE - New Orleans","government facility, structure, salt water, short duration",0,0,0,NA,0,"salt","short",NA,NA
1114,"GOV1","636","USACE - New Orleans","government facility, structure, fresh water, long duration",0,0,0,NA,0,"fresh","long",NA,NA
1115,"GOV1","631","USACE - Galveston","average government services, structure",0,0,0,NA,0,NA,NA,NA,NA
1116,"GOV1","633","USACE - Galveston","post office, structure",0,0,0,NA,0,NA,NA,NA,NA
1117,"GOV1","638","USACE - New Orleans","government facility, structure, composite water & duration",0,0,0,NA,0,NA,NA,NA,NA
1118,"GOV1","475","USACE - New Orleans","government facility, contents, salt water, long duration",0,0,0,NA,0,"salt","long",NA,NA
1119,"GOV1","476","USACE - New Orleans","government facility, contents, fresh water, short duration",0,0,0,NA,0,"fresh","short",NA,NA
1120,"GOV1","634","USACE - New Orleans","structure, salt water, long duration",0,0,0,NA,0,"salt","long",NA,NA
1121,"GOV1","635","USACE - New Orleans","structure, salt water, short duration",0,0,0,NA,0,"salt","short",NA,NA
1122,"GOV1","636","USACE - New Orleans","structure, fresh water, long duration",0,0,0,NA,0,"fresh","long",NA,NA
1123,"GOV1","637","USACE - New Orleans","structure, fresh water, short duration",0,0,0,NA,0,"fresh","short",NA,NA
1124,"GOV1","638","USACE - New Orleans","structure, composite water & duration",0,0,0,NA,0,NA,NA,NA,NA
1125,"GOV1","472","USACE - Galveston","contents (equipment)",0,0,0,NA,0,NA,NA,NA,NA
1126,"GOV1","634","USACE - New Orleans","government facility, structure, salt water, long duration",0,0,0,NA,0,"salt","long",NA,NA
1127,"GOV1","472","USACE - Galveston","average govt services, contents (equipment)",0,0,0,NA,0,NA,NA,NA,NA
1128,"GOV1","473","USACE - Galveston","city hall, contents (equipment)",0,0,0,NA,0,NA,NA,NA,NA
1129,"GOV1","637","USACE - New Orleans","government facility, structure, fresh water, short duration",0,0,0,NA,0,"fresh","short",NA,NA
1130,"GOV1","474","USACE - Galveston","post office, contents (equipment)",0,0,0,NA,0,NA,NA,NA,NA
1131,"GOV1","633","USACE - Galveston","post office, structure",0,0,0,NA,0,NA,NA,NA,NA
1132,"GOV1","631","USACE - Galveston","structure",0,0,0,NA,0,NA,NA,NA,NA
1133,"GOV1","632","USACE - Galveston","city hall, structure",0,0,0,NA,0,NA,NA,NA,NA
1134,"GOV2","478","USACE - Galveston","fire station, contents (inventory)",0,0,0,NA,0,NA,NA,NA,NA
1135,"GOV2","477","USACE - Galveston","contents (equipment/inventory)",0,0,0,NA,0,NA,NA,NA,NA
1136,"GOV2","477","USACE - Galveston","average emergency response, contents (equipment/inventory)",0,0,0,NA,0,NA,NA,NA,NA
1137,"GOV2","478","USACE - Galveston","fire station, contents (inventory)",0,0,0,NA,0,NA,NA,NA,NA
1138,"GOV2","640","USACE - Galveston","structure",0,0,0,NA,0,NA,NA,NA,NA
1139,"GOV2","641","USACE - Galveston","fire station, structure",0,0,0,NA,0,NA,NA,NA,NA
1140,"GOV2","642","USACE - Galveston","police station, structure",0,0,0,NA,0,NA,NA,NA,NA
1141,"GOV2","640","USACE - Galveston","average emergency response, structure",0,0,0,NA,0,NA,NA,NA,NA
1142,"GOV2","641","USACE - Galveston","fire station, structure",0,0,0,NA,0,NA,NA,NA,NA
1143,"GOV2","479","USACE - Galveston","police station, contents (equipment)",0,0,0,NA,0,NA,NA,NA,NA
1144,"GOV2","642","USACE - Galveston","police station, structure",0,0,0,NA,0,NA,NA,NA,NA
1145,"GOV2","479","USACE - Galveston","police station, contents (equipment)",0,0,0,NA,0,NA,NA,NA,NA
1146,"EDU1","480","USACE - Galveston","contents (equipment/inventory)",0,0,0,NA,0,NA,NA,NA,NA
1147,"EDU1","643","USACE - Galveston","structure",0,0,0,NA,0,NA,NA,NA,NA
1148,"EDU1","644","USACE - Galveston","commercial school, structure",0,0,0,NA,0,NA,NA,NA,NA
1149,"EDU1","649","USACE - New Orleans","structure, fresh water, long duration",0,0,0,NA,0,"fresh","long",NA,NA
1150,"EDU1","650","USACE - New Orleans","structure, fresh water, short duration",0,0,0,NA,0,"fresh","short",NA,NA
1151,"EDU1","651","USACE - New Orleans","structure, composite water & duration",0,0,0,NA,0,NA,NA,NA,NA
1152,"EDU1","646","USACE - Wilmington","school, structure",0,0.04,0,NA,0,NA,NA,NA,NA
1153,"EDU1","647","USACE - New Orleans","elementary school, structure, salt water, long duration",0,0,0,NA,0,"salt","long",NA,NA
1154,"EDU1","648","USACE - New Orleans","elementary school, structure, salt water, short duration",0,0,0,NA,0,"salt","short",NA,NA
1155,"EDU1","649","USACE - New Orleans","elementary school, structure, fresh water, long duration",0,0,0,NA,0,"fresh","long",NA,NA
1156,"EDU1","650","USACE - New Orleans","elementary school, structure, fresh water, short duration",0,0,0,NA,0,"fresh","short",NA,NA
1157,"EDU1","651","USACE - New Orleans","elementary school, structure, composite water & duration",0,0,0,NA,0,NA,NA,NA,NA
1158,"EDU1","481","USACE - Galveston","commercial school, contents (equipment)",0,0,0,NA,0,NA,NA,NA,NA
1159,"EDU1","482","USACE - Galveston","library, contents (inventory)",0,0,0,NA,0,NA,NA,NA,NA
1160,"EDU1","483","USACE - New Orleans","elementary school, contents, salt water, long duration",0,0,0,NA,0,"salt","long",NA,NA
1161,"EDU1","484","USACE - New Orleans","elementary school, contents, fresh water, short duration",0,0,0,NA,0,"fresh","short",NA,NA
1162,"EDU1","643","USACE - Galveston","average school, structure",0,0,0,NA,0,NA,NA,NA,NA
1163,"EDU1","644","USACE - Galveston","commercial school, structure",0,0,0,NA,0,NA,NA,NA,NA
1164,"EDU1","645","USACE - Galveston","library, structure",0,0,0,NA,0,NA,NA,NA,NA
1165,"EDU1","481","USACE - Galveston","commercial school, contents (equipment)",0,0,0,NA,0,NA,NA,NA,NA
1166,"EDU1","482","USACE - Galveston","library, contents (inventory)",0,0,0,NA,0,NA,NA,NA,NA
1167,"EDU1","483","USACE - New Orleans","elementary school, contents, salt water, long duration",0,0,0,NA,0,"salt","long",NA,NA
1168,"EDU1","484","USACE - New Orleans","elementary school, contents, fresh water, short duration",0,0,0,NA,0,"fresh","short",NA,NA
1169,"EDU1","646","USACE - Wilmington","structure",0,0.04,0,NA,0,NA,NA,NA,NA
1170,"EDU1","647","USACE - New Orleans","structure, salt water, long duration",0,0,0,NA,0,"salt","long",NA,NA
1171,"EDU1","648","USACE - New Orleans","structure, salt water, short duration",0,0,0,NA,0,"salt","short",NA,NA
1172,"EDU1","645","USACE - Galveston","library, structure",0,0,0,NA,0,NA,NA,NA,NA
1173,"EDU1","480","USACE - Galveston","average school, contents (equipment/inventory)",0,0,0,NA,0,NA,NA,NA,NA
1174,"EDU2","485","USACE - Galveston","average college/university, contents (equipment/inventory)",0,0,0,NA,0,NA,NA,NA,NA
1175,"EDU2","487","USACE - New Orleans","college, contents, fresh water, short duration",0,0,0,NA,0,"fresh","short",NA,NA
1176,"EDU2","485","USACE - Galveston","contents (equipment/inventory)",0,0,0,NA,0,NA,NA,NA,NA
1177,"EDU2","486","USACE - New Orleans","contents, salt water, long duration",0,0,0,NA,0,"salt","long",NA,NA
1178,"EDU2","486","USACE - New Orleans","college, contents, salt water, long duration",0,0,0,NA,0,"salt","long",NA,NA
1179,"EDU2","652","USACE - Galveston","structure",0,0,0,NA,0,NA,NA,NA,NA
1180,"EDU2","653","USACE - New Orleans","structure, salt water, long duration",0,0,0,NA,0,"salt","long",NA,NA
1181,"EDU2","654","USACE - New Orleans","structure, salt water, short duration",0,0,0,NA,0,"salt","short",NA,NA
1182,"EDU2","655","USACE - New Orleans","structure, fresh water, long duration",0,0,0,NA,0,"fresh","long",NA,NA
1183,"EDU2","656","USACE - New Orleans","structure, fresh water, short duration",0,0,0,NA,0,"fresh","short",NA,NA
1184,"EDU2","657","USACE - New Orleans","structure, composite water & duration",0,0,0,NA,0,NA,NA,NA,NA
1185,"EDU2","652","USACE - Galveston","average college/university, structure",0,0,0,NA,0,NA,NA,NA,NA
1186,"EDU2","653","USACE - New Orleans","college, structure, salt water, long duration",0,0,0,NA,0,"salt","long",NA,NA
1187,"EDU2","654","USACE - New Orleans","college, structure, salt water, short duration",0,0,0,NA,0,"salt","short",NA,NA
1188,"EDU2","655","USACE - New Orleans","college, structure, fresh water, long duration",0,0,0,NA,0,"fresh","long",NA,NA
1189,"EDU2","656","USACE - New Orleans","college, structure, fresh water, short duration",0,0,0,NA,0,"fresh","short",NA,NA
1190,"EDU2","657","USACE - New Orleans","college, structure, composite water & duration",0,0,0,NA,0,NA,NA,NA,NA
1191,"EDU2","487","USACE - New Orleans","contents, fresh water, short duration",0,0,0,NA,0,"fresh","short",NA,NA
1192,"PPPS","19","Hazus Dflt","small pumping plant below grade (<10 mgd)",0,0,0,NA,0,NA,NA,NA,NA
1193,"PPPL","20","Hazus Dflt","large pumping plant above grade (> 50mgd)",0,0,0,NA,0,NA,NA,NA,NA
1194,"PPPM","21","Hazus Dflt","medium pumping plant above grade (10 - 50 mgd)",0,0,0,NA,0,NA,NA,NA,NA
1195,"PPPS","22","Hazus Dflt","small pumping plant above grade (<10 mgd)",0,0,0,NA,0,NA,NA,NA,NA
1196,"PCVS","23","Hazus Dflt","control vaults and control stations",0,0,0,NA,0,NA,NA,NA,NA
1197,"PSTAS","24","Hazus Dflt","elevated tanks",0,0,0,NA,0,NA,NA,NA,NA
1198,"PSTBC","25","Hazus Dflt","buried concrete tank",0,0,0,NA,0,NA,NA,NA,NA
1199,"PSTGC","26","Hazus Dflt","at grade concrete tank",0,0,0,NA,0,NA,NA,NA,NA
1200,"PSTGS","27","Hazus Dflt","at grade steel tank",0,0,0,NA,0,NA,NA,NA,NA
1201,"PSTGW","28","Hazus Dflt","at grade wood tank",0,0,0,NA,0,NA,NA,NA,NA
1202,"PWE","29","Hazus Dflt","wells",0,0,0,NA,0,NA,NA,NA,NA
1203,"WLSL","30","Hazus Dflt","large lift station dry well (>50 mgd)",0,0,0,NA,0,NA,NA,NA,NA
1204,"WLSL","31","Hazus Dflt","large lift station wet well (>50 mgd)",0,0,0,NA,0,NA,NA,NA,NA
1205,"WLSL","32","Hazus Dflt","large lift station submersible (>50 mgd)",0,0,0,NA,0,NA,NA,NA,NA
1206,"WLSM","33","Hazus Dflt","medium lift station dry well (10 - 50 mgd)",0,0,0,NA,0,NA,NA,NA,NA
1207,"WLSM","34","Hazus Dflt","medium lift station wet well (10 - 50 mgd)",0,0,0,NA,0,NA,NA,NA,NA
